,ID,DATE,ITEMID,PRICE,AMOUNT
0,10038619,2011-01-11,21212,0.56,25
1,10038619,2011-04-07,21888,3.11,5
2,10038619,2011-04-10,22178,1.17,64
3,10038619,2011-01-28,21730,4.48,4
4,10038619,2011-02-22,21977,0.78,30
5,10038619,2011-03-01,46000S,1.51,3
6,10038619,2011-03-25,21843,11.99,1
7,10038619,2011-02-18,22784,4.28,3
8,10038619,2011-04-03,21630,6.38,4
9,10038619,2011-03-12,84946,1.25,21
10,10038619,2011-03-08,22784,5.42,3
11,10038619,2011-02-25,22178,1.29,97
12,10038619,2011-10-06,21155,2.38,10
13,10038619,2011-10-31,22575,2.06,7
14,10038619,2011-10-16,22188,3.24,4
15,10038619,2011-10-22,22605,9.67,2
16,10038619,2011-11-06,22621,1.61,12
17,10038619,2011-11-05,23310,0.38,92
18,10038619,2011-10-10,84836,0.53,40
19,10038619,2011-10-22,21212,1.26,24
20,10038619,2011-05-05,22423,12.75,2
21,10038619,2011-05-10,23087,1.25,13
22,10038619,2011-04-23,84946,1.25,12
23,10038619,2011-04-21,22465,1.41,48
24,10038619,2011-05-02,22457,2.7,6
25,10038619,2011-06-08,22154,0.61,56
26,10038619,2011-08-24,20724,0.54,71
27,10038619,2011-04-30,22158,2.77,16
28,10038619,2011-09-14,84755,0.52,74
29,10038619,2011-08-02,22178,1.68,21
30,10038619,2011-09-03,21811,0.6,100
31,10038619,2011-10-03,21822,0.85,12
32,10038619,2011-10-01,21174,1.96,16
33,10038619,2011-10-03,21390,1.25,24
34,10038619,2011-10-03,22047,0.42,25
35,10038619,2011-10-03,21876,1.65,12
36,10038619,2011-10-03,23232,0.45,25
37,10038619,2011-09-30,23233,0.42,25
38,10038619,2011-10-01,23057,4.94,9
39,10038619,2011-10-02,22469,1.44,12
40,10038619,2011-10-01,23233,0.42,25
41,10043332,2011-05-26,22267,1.01,21
42,10043332,2011-03-06,20984,0.42,20
43,10043332,2011-05-08,22083,1.7,10
44,10043332,2011-04-05,22191,5.05,3
45,10043332,2011-07-09,22193,7.1,2
46,10043332,2011-07-11,84997C,4.47,4
47,10043332,2011-05-01,84997A,9.13,3
48,10043332,2011-03-24,20969,4.4,2
49,10043332,2011-07-03,22727,2.14,6
50,10043332,2011-06-04,20728,3.7,8
51,10043332,2011-07-08,85206A,2.28,6
52,10043332,2011-04-26,22557,1.85,12
53,10043332,2011-07-11,22148,2.86,12
54,10043332,2011-07-02,22365,12.19,2
55,10043332,2011-05-06,22291,0.66,28
56,10043332,2011-07-04,22077,1.65,7
57,10043332,2011-07-13,22815,0.41,11
58,10043332,2011-06-27,22112,4.6,4
59,10043332,2011-07-10,22569,4.13,2
60,10043332,2011-07-10,22374,4.24,4
61,10043332,2011-05-27,22751,4.02,4
62,10043332,2011-06-11,84997A,4.25,4
63,10043332,2011-05-31,22432,1.95,4
64,10043332,2011-06-04,22878,2.08,1
65,10043332,2011-05-30,22972,1.65,9
66,10043332,2011-06-05,20726,1.65,7
67,10043332,2011-06-23,23176,2.19,6
68,10043332,2011-07-02,22745,2.11,4
69,10043332,2011-06-08,23186,0.33,8
70,10043332,2011-06-03,22431,1.95,2
71,10043332,2011-07-12,23198,1.45,12
72,10043332,2011-06-29,22138,4.95,3
73,10043332,2011-06-14,23245,4.61,4
74,10043332,2011-07-03,84030E,4.22,3
75,10043332,2011-07-16,21790,0.82,12
76,10043332,2011-06-04,84969,3.77,4
77,10043332,2011-07-12,85132C,1.9,9
78,10043332,2011-07-09,20972,1.25,12
79,10043332,2011-07-10,22147,1.32,12
80,10043332,2011-07-19,23566,1.25,11
81,10043332,2011-07-19,21523,4.43,4
82,10043332,2011-09-26,84997D,6.74,2
83,10043332,2011-09-27,21868,0.91,7
84,10043332,2011-09-09,21877,1.25,11
85,10043332,2011-09-25,22079,1.65,8
86,10043332,2011-08-11,22082,1.65,9
87,10043332,2011-08-03,22099,0.58,8
88,10043332,2011-08-27,23256,4.59,3
89,10043332,2011-08-21,22749,3.81,3
90,10043332,2011-09-22,22720,4.34,2
91,10043332,2011-08-02,23382,4.0,4
92,10043332,2011-08-30,23565,1.25,24
93,10043332,2011-07-24,23254,4.05,5
94,10043332,2011-07-27,23256,2.95,3
95,10043332,2011-08-21,23298,4.84,2
96,10043332,2011-08-14,48129,6.69,1
97,10043332,2011-08-07,23209,1.34,9
98,10043332,2011-10-24,22192,6.18,6
99,10043332,2011-11-18,22726,3.41,5
100,10043332,2011-10-22,22728,2.25,9
101,10043332,2011-11-10,22730,3.62,5
102,10043332,2011-07-17,23012,3.31,4
103,10043332,2011-09-22,22745,3.91,3
104,10043332,2011-10-30,22747,2.87,5
105,10043332,2011-09-20,23076,1.41,15
106,10043332,2011-07-30,23077,1.25,12
107,10043332,2011-09-19,23239,2.56,9
108,10043332,2011-09-02,23341,6.38,2
109,10043332,2011-09-18,23256,5.6,6
110,10043332,2011-09-19,20969,3.79,3
111,10048183,2011-11-15,23581,3.23,8
112,10048183,2011-10-16,22114,3.45,5
113,10048183,2011-11-02,22466,0.95,13
114,10048183,2011-10-28,22745,0.87,8
115,10048183,2011-10-25,22748,1.12,7
116,10048183,2011-11-05,22296,3.09,16
117,10048183,2011-11-21,21314,4.05,4
118,10048183,2011-10-25,21754,6.25,2
119,10048183,2011-10-22,21755,6.57,12
120,10048183,2011-11-17,22469,3.25,14
121,10048183,2011-10-15,21169,3.83,17
122,10048183,2011-10-23,82483,7.13,2
123,10048183,2011-11-14,82486,9.62,1
124,10048183,2011-07-31,23047,4.83,5
125,10048183,2011-03-09,79321,1.53,41
126,10048183,2011-08-05,22943,1.75,10
127,10048183,2011-03-25,22219,1.1,12
128,10048183,2011-04-06,23085,9.84,4
129,10048183,2011-08-18,85048,7.76,6
130,10048183,2011-09-25,22423,13.71,1
131,10048183,2011-09-12,23080,9.82,2
132,10048183,2011-09-18,37449,9.24,2
133,10048183,2011-09-30,20971,1.25,24
134,10048183,2011-10-03,22746,2.03,9
135,10048183,2011-09-22,23322,3.91,7
136,10048183,2011-09-21,23082,2.82,6
137,10048183,2011-09-21,23089,2.04,8
138,10048183,2011-09-25,22075,1.9,12
139,10048183,2011-09-28,23229,2.93,11
140,10048183,2011-09-21,72741,0.71,10
141,10086566,2010-12-23,22113,3.03,8
142,10086566,2011-01-05,84029G,3.12,2
143,10086566,2010-12-16,21479,4.6,4
144,10086566,2011-02-21,85053,2.43,3
145,10086566,2011-05-02,21498,0.4,39
146,10086566,2011-05-09,23013,1.49,7
147,10086566,2011-03-09,23014,5.08,6
148,10086566,2011-04-14,23327,1.24,57
149,10086566,2011-03-02,85136A,4.34,2
150,10091493,2011-02-23,22759,2.28,12
151,10091493,2011-02-16,22698,4.34,12
152,10091493,2011-02-21,22699,4.23,22
153,10091493,2011-03-04,22930,2.28,6
154,10091493,2011-02-28,21238,1.15,7
155,10091493,2011-02-18,72807B,3.54,6
156,10091493,2011-02-24,71053,3.25,7
157,10091493,2011-03-08,22789,2.09,7
158,10091493,2011-08-10,22417,0.62,17
159,10091493,2011-03-09,22846,10.46,9
160,10091493,2011-05-30,21056,9.55,3
161,10091493,2011-03-15,22766,2.5,46
162,10091493,2011-09-23,22423,8.06,3
163,10091493,2011-09-15,22424,11.56,2
164,10091493,2011-09-23,22551,2.87,12
165,10091493,2011-09-23,22813,2.39,6
166,10091493,2011-09-08,22964,4.19,3
167,10091493,2011-09-17,22966,1.46,24
168,10091493,2011-09-15,22794,8.12,2
169,10091493,2011-09-16,23118,5.07,4
170,10091493,2011-09-16,23175,4.1,3
171,10091493,2011-10-01,22169,7.17,8
172,10091493,2011-09-10,23293,1.46,7
173,10091493,2011-09-09,23170,1.61,10
174,10091493,2011-09-24,22759,1.09,8
175,10091493,2011-09-18,23092,6.46,12
176,10104545,2011-10-23,15039,0.53,49
177,10104545,2011-10-19,22112,4.81,8
178,10104545,2011-10-18,22835,1.74,5
179,10104545,2011-10-21,22639,3.08,25
180,10104545,2011-10-22,35819B,1.14,24
181,10104545,2011-10-23,70007,1.49,47
182,10106941,2011-10-30,21034,0.4,21
183,10106941,2011-10-26,22252,1.44,12
184,10106941,2011-10-29,35819B,0.43,13
185,10106941,2011-10-30,21471,3.75,3
186,10106941,2011-10-27,21990,0.99,5
187,10106941,2011-10-31,22964,2.25,1
188,10106941,2011-10-30,23571,1.26,10
189,10106941,2011-10-16,21372,0.51,22
