,ID,DATE,ITEMID,PRICE,AMOUNT
0,102082533,2011-04-22,22457,2.95,6.0
1,102082533,2011-04-05,22061,9.82,2.0
2,102082533,2011-04-12,22956,2.92,6.0
3,102082533,2011-04-03,22314,2.95,6.0
4,102082533,2011-04-04,22423,12.75,4.0
5,102082533,2011-03-29,22423,14.05,2.0
6,102082533,2011-04-03,22960,3.91,5.0
7,102082533,2011-04-19,22841,7.98,3.0
8,102082533,2011-03-24,48187,7.34,2.0
9,102082533,2011-04-23,48187,7.36,2.0
10,102082533,2011-05-15,22312,2.95,6.0
11,102082533,2011-04-16,21675,1.36,16.0
12,102082533,2011-05-27,21676,0.96,12.0
13,102082533,2011-04-06,21677,0.98,12.0
14,102082533,2011-04-03,22319,1.43,13.0
15,102082533,2011-05-03,22840,9.07,4.0
16,102082533,2011-05-27,22311,2.95,6.0
17,102082533,2011-04-15,85123A,2.95,6.0
18,102082533,2011-05-06,22452,2.95,6.0
19,102082533,2011-05-21,22453,2.24,6.0
20,102082533,2011-04-18,22720,4.95,4.0
21,102082533,2011-04-01,22842,6.44,6.0
22,102082533,2011-05-16,22776,8.59,4.0
23,102082533,2011-04-04,22960,3.92,11.0
24,102082533,2011-04-29,22961,1.45,13.0
25,102082533,2011-05-12,23307,0.47,24.0
26,102082533,2011-05-09,23308,0.45,24.0
27,102082533,2011-06-16,22446,3.34,6.0
28,102082533,2011-05-23,22448,3.26,6.0
29,102082533,2011-07-18,23210,1.39,24.0
30,102082533,2011-06-19,23111,11.0,2.0
31,102082533,2011-06-12,22776,9.05,2.0
32,102082533,2011-06-24,48187,7.95,2.0
33,102082533,2011-06-30,22055,1.36,14.0
34,102082533,2011-07-10,22452,2.95,6.0
35,102082533,2011-07-01,21877,1.25,12.0
36,102082533,2011-07-10,22151,0.69,24.0
37,102082533,2011-07-17,23020,12.52,1.0
38,102082533,2011-07-19,22989,3.32,6.0
39,102082533,2011-07-15,22453,2.95,6.0
40,102082533,2011-07-20,22571,0.85,16.0
41,102082533,2011-07-08,22720,4.95,6.0
42,102082533,2011-07-01,22847,15.0,4.0
43,102082533,2011-07-18,22904,2.95,6.0
44,102082533,2011-07-17,85132C,2.08,11.0
45,102082533,2011-07-05,72807C,4.02,12.0
46,102082533,2011-07-01,22961,1.29,24.0
47,102082533,2011-07-19,23270,1.49,12.0
48,102082533,2011-07-14,23168,1.25,12.0
49,102082533,2011-07-04,23198,1.45,12.0
50,102082533,2011-07-08,23212,1.06,15.0
51,102082533,2011-07-11,23298,4.58,6.0
52,102082533,2011-07-20,23243,4.95,6.0
53,102082533,2011-07-11,23245,4.39,8.0
54,102082533,2011-07-11,23285,0.96,14.0
55,102612647,2011-07-27,20839,1.46,12.0
56,102612647,2011-10-19,84679,,2.0
57,102612647,2011-08-31,22784,4.95,4.0
58,102612647,2011-10-29,82482,2.95,1.0
59,102612647,2011-10-25,21114,1.25,10.0
60,102612647,2011-10-21,23424,4.95,1.0
61,102612647,2011-10-22,21122,1.25,1.0
62,102612647,2011-10-21,21124,1.3,1.0
63,102612647,2011-10-27,47591D,1.75,3.0
64,102612647,2011-10-23,21136,2.14,4.0
65,102612647,2011-10-24,21156,1.95,1.0
66,102612647,2011-10-25,21166,2.08,1.0
67,102612647,2011-10-22,23421,2.08,2.0
68,102612647,2011-10-25,21175,2.14,1.0
69,102612647,2011-10-28,21181,2.08,1.0
70,102612647,2011-10-20,85036B,1.25,4.0
71,102612647,2011-10-24,22550,2.1,1.0
72,102612647,2011-10-22,22654,5.95,2.0
73,102612647,2011-10-20,21287,0.39,12.0
74,102612647,2011-10-25,22086,2.49,1.0
75,102612647,2011-10-20,21306,0.26,1.0
76,102612647,2011-10-26,21311,0.23,1.0
77,102612647,2011-10-26,85066,12.75,1.0
78,102612647,2011-10-22,21470,3.95,1.0
79,102612647,2011-10-25,21455,0.85,10.0
80,102612647,2011-10-22,23169,3.94,1.0
81,102612647,2011-10-27,21484,4.23,2.0
82,102612647,2011-10-27,85036C,1.25,2.0
83,102612647,2011-10-21,85036C,1.25,2.0
84,102612647,2011-10-23,22844,8.5,1.0
85,102612647,2011-10-21,22804,2.95,3.0
86,102612647,2011-10-24,21738,2.95,1.0
87,102612647,2011-10-21,21739,2.95,1.0
88,102612647,2011-10-28,90162C,2.95,1.0
89,102612647,2011-10-25,22907,1.14,2.0
90,102612647,2011-10-23,22989,3.31,2.0
91,102612647,2011-10-21,21903,2.1,1.0
92,102612647,2011-10-26,21907,2.1,1.0
93,102612647,2011-10-26,22937,3.1,1.0
94,102612647,2011-10-23,21914,1.5,1.0
95,102612647,2011-10-22,21929,2.1,4.0
96,102612647,2011-10-29,22286,0.39,3.0
97,102612647,2011-10-27,72817,0.48,2.0
98,102612647,2011-10-25,84913B,4.74,2.0
99,102612647,2011-10-29,22114,4.17,1.0
100,102612647,2011-10-24,22117,2.91,1.0
101,102612647,2011-10-25,84879,1.74,8.0
102,102612647,2011-10-22,22173,3.28,1.0
103,102612647,2011-10-21,23329,1.65,1.0
104,102612647,2011-10-29,90162B,2.44,1.0
105,102612647,2011-10-22,22231,0.63,5.0
106,102612647,2011-10-20,23331,0.62,2.0
107,102612647,2011-10-20,22233,0.6,5.0
108,102612647,2011-10-22,22632,2.1,2.0
109,102612647,2011-10-21,22442,8.25,1.0
110,102612647,2011-10-21,22457,2.55,1.0
111,102612647,2011-10-26,85199L,1.05,6.0
112,102612647,2011-10-20,22470,2.95,5.0
113,102612647,2011-10-29,72807A,4.76,1.0
114,102612647,2011-10-21,23152,3.75,2.0
115,102612647,2011-10-26,23332,1.65,1.0
116,102612647,2011-10-25,22561,1.65,1.0
117,102612647,2011-10-22,22561,1.4,3.0
118,102612647,2011-10-23,22907,2.37,1.0
119,102612647,2011-10-26,22720,4.95,1.0
120,102612647,2011-10-26,22722,3.83,1.0
121,102612647,2011-10-25,22728,3.75,1.0
122,102612647,2011-10-20,22809,2.53,1.0
123,102612647,2011-10-21,22834,2.1,2.0
124,102612647,2011-10-27,22835,4.75,3.0
125,102612647,2011-10-23,22845,6.41,1.0
126,102612647,2011-10-20,85123A,2.19,2.0
127,102612647,2011-10-21,22867,2.1,4.0
128,102612647,2011-10-22,23093,2.44,2.0
129,102612647,2011-10-21,22909,0.85,5.0
130,102612647,2011-10-23,23347,1.42,3.0
131,102612647,2011-10-25,23020,12.5,1.0
132,102612647,2011-10-20,23080,8.25,2.0
133,102612647,2011-10-23,82484,8.21,1.0
134,102612647,2011-10-24,23102,0.83,12.0
135,102612647,2011-10-26,23113,4.95,2.0
136,102612647,2011-10-22,23131,4.22,6.0
137,102612647,2011-10-26,23146,3.29,1.0
138,102612647,2011-10-23,23454,4.15,1.0
139,102612647,2011-10-25,85049H,1.25,1.0
140,102612647,2011-10-21,35648,0.91,2.0
141,102612647,2011-10-25,23405,4.95,1.0
142,102612647,2011-10-24,35648,1.53,4.0
143,102612647,2011-10-25,23330,1.25,2.0
144,102612647,2011-10-28,23333,1.02,6.0
145,102612647,2011-10-28,85036A,1.28,4.0
146,102612647,2011-10-20,23494,6.15,1.0
147,102612647,2011-10-28,23409,4.04,1.0
148,102612647,2011-10-22,82486,8.96,2.0
149,102612647,2011-10-27,23434,0.77,23.0
150,102612647,2011-10-28,47504K,0.89,1.0
151,102612647,2011-10-22,84638,6.95,2.0
152,102612647,2011-10-20,84459A,1.26,2.0
153,103025832,2011-10-13,20802,1.29,12.0
154,103025832,2011-10-15,23353,0.83,12.0
155,103025832,2011-10-13,23229,3.75,8.0
156,103025832,2011-10-19,23534,6.63,2.0
157,103025832,2011-10-14,23012,4.05,4.0
158,103025832,2011-10-13,23013,4.06,7.0
159,103025832,2011-10-15,23014,3.88,6.0
160,103025832,2011-10-16,23514,1.5,12.0
161,103025832,2011-10-11,23517,2.85,8.0
162,103025832,2011-10-20,23349,2.44,9.0
163,103025832,2011-10-07,72741,1.07,10.0
164,103025832,2011-10-10,85049E,1.44,12.0
165,103025832,2011-10-20,23452,2.02,6.0
166,103025832,2011-11-03,23418,2.08,12.0
167,103025832,2011-11-08,23013,3.75,4.0
168,103025832,2011-10-31,22361,2.83,11.0
169,103025832,2011-11-04,22362,2.71,10.0
170,103025832,2011-11-08,85169A,1.25,12.0
171,103025832,2011-10-26,23115,4.03,3.0
172,103025832,2011-11-03,23088,1.62,16.0
173,103025832,2011-11-02,23122,0.83,12.0
174,103025832,2011-10-31,85169D,1.25,12.0
175,103025832,2011-11-07,22361,2.27,8.0
176,103025832,2011-11-09,23338,2.08,6.0
177,103025832,2011-11-27,23083,3.75,6.0
178,103025832,2011-11-25,21790,0.85,12.0
179,103025832,2011-11-28,23514,1.43,6.0
180,103025832,2011-11-26,22055,1.16,12.0
181,103025832,2011-11-24,22187,2.08,12.0
182,103025832,2011-11-27,22424,10.21,2.0
183,103025832,2011-11-23,22488,1.65,12.0
184,103025832,2011-11-26,23499,0.73,24.0
185,103025832,2011-11-27,23089,0.91,12.0
186,103025832,2011-11-25,23184,4.47,4.0
187,103025832,2011-11-26,23013,3.94,6.0
188,103025832,2011-11-26,23282,0.75,12.0
189,103025832,2011-11-28,23513,2.08,6.0
190,103604009,2011-11-16,18097C,2.55,1.0
191,103604009,2011-11-12,18097C,3.35,2.0
192,103604009,2011-11-16,85036C,1.25,24.0
193,103604009,2011-11-14,22733,1.25,6.0
194,103604009,2011-11-10,21034,1.29,1.0
195,103604009,2011-11-08,21098,1.25,1.0
196,103604009,2011-11-17,22576,0.85,4.0
197,103604009,2011-11-08,85184C,7.69,2.0
198,103604009,2011-11-12,22390,4.29,1.0
199,103604009,2011-11-17,21820,3.48,1.0
200,103604009,2011-11-10,22071,3.75,2.0
201,103604009,2011-11-15,21928,1.8,3.0
202,103604009,2011-11-10,22025,0.42,12.0
203,103604009,2011-11-11,22070,1.64,2.0
204,103604009,2011-11-12,22086,2.95,4.0
205,103604009,2011-11-15,22111,4.95,3.0
206,103604009,2011-11-13,22141,2.1,2.0
207,103604009,2011-11-16,22142,1.45,1.0
208,103604009,2011-11-09,22144,2.1,5.0
209,103604009,2011-11-11,22983,0.42,10.0
210,103604009,2011-11-09,22197,0.85,4.0
211,103604009,2011-11-12,22573,0.92,6.0
212,103604009,2011-11-12,22940,4.23,2.0
213,103604009,2011-11-09,22446,3.59,1.0
214,103604009,2011-11-12,22638,1.0,4.0
215,103604009,2011-11-08,85099B,1.65,5.0
216,103604009,2011-11-11,22581,0.99,6.0
217,103604009,2011-11-09,22617,4.95,3.0
218,103604009,2011-11-14,23199,1.92,8.0
219,103604009,2011-11-17,23289,1.8,2.0
220,103604009,2011-11-09,84012,2.02,3.0
221,103604009,2011-11-13,23348,2.08,1.0
222,103604009,2011-11-15,22810,2.95,2.0
223,103604009,2011-11-13,22751,2.83,2.0
224,103604009,2011-11-14,22866,1.56,1.0
225,103604009,2011-11-14,22941,9.75,1.0
226,103604009,2011-11-08,47578A,1.22,20.0
227,103604009,2011-11-13,23120,0.4,2.0
228,103604009,2011-11-14,84927F,0.39,1.0
229,103604009,2011-11-09,23581,1.83,1.0
230,103604009,2011-11-12,23493,2.02,5.0
231,103604009,2011-11-10,47594A,2.57,1.0
232,103627653,2010-12-06,21429,1.65,7.0
233,103627653,2010-12-01,48129,7.95,1.0
234,103627653,2010-12-04,20902,6.14,2.0
235,103627653,2010-12-04,20967,2.58,6.0
236,103627653,2010-12-07,22379,2.29,5.0
237,103627653,2010-12-06,20970,4.2,1.0
238,103627653,2010-12-04,21098,1.33,1.0
239,103627653,2010-12-07,22114,3.87,2.0
240,103627653,2010-12-03,21481,2.95,6.0
241,103627653,2010-12-09,21484,3.35,1.0
242,103627653,2010-12-04,21485,7.72,2.0
243,103627653,2010-12-04,21625,5.79,1.0
244,103627653,2010-12-07,21743,2.95,3.0
245,103627653,2010-12-03,21826,1.28,12.0
246,103627653,2010-12-03,21888,,1.0
247,103627653,2010-12-07,22557,1.64,3.0
248,103627653,2010-12-08,22867,2.38,9.0
249,103627653,2010-12-01,22171,6.47,2.0
250,103627653,2010-12-05,22326,2.95,4.0
251,103627653,2010-12-07,35591T,1.26,6.0
252,103627653,2010-12-01,48138,5.01,1.0
253,103627653,2010-12-01,37495,3.75,4.0
254,103627653,2010-12-04,22570,6.74,1.0
255,103627653,2010-12-03,85019A,4.02,1.0
256,103627653,2010-12-06,22750,3.97,1.0
257,103627653,2010-12-06,22940,6.83,1.0
258,103627653,2011-05-05,22807,2.95,6.0
259,104267433,2011-03-20,21135,1.67,8.0
260,104267433,2011-03-20,84946,1.25,4.0
261,104267433,2011-03-21,22478,1.25,2.0
262,104267433,2011-03-20,22456,4.03,1.0
263,104267433,2011-03-20,21417,1.85,2.0
264,104267433,2011-03-20,85031A,7.47,2.0
265,104267433,2011-03-20,21609,2.95,2.0
266,104267433,2011-03-20,21613,2.95,2.0
267,104267433,2011-03-20,21617,,2.0
268,104267433,2011-03-21,21620,7.06,1.0
269,104267433,2011-03-20,85169A,1.25,18.0
270,104267433,2011-03-20,21696,2.95,6.0
271,104267433,2011-03-21,22171,7.7,2.0
272,104267433,2011-03-20,22605,,2.0
273,104267433,2011-03-20,22960,4.72,2.0
274,104267433,2011-03-20,84755,0.59,12.0
275,104267433,2011-03-20,22224,2.95,2.0
276,104267433,2011-03-20,22361,2.95,2.0
277,104267433,2011-03-20,22362,2.95,2.0
278,104267433,2011-03-20,22464,1.65,2.0
279,104267433,2011-03-21,22993,1.25,2.0
280,104267433,2011-03-21,22595,0.96,4.0
281,104267433,2011-03-21,22722,5.68,2.0
282,104267433,2011-03-21,85066,5.78,2.0
283,104267433,2011-03-20,85212,0.85,12.0
284,104267433,2011-03-21,22904,,2.0
285,104267433,2011-03-21,48194,5.46,2.0
286,104267433,2011-03-20,22916,0.65,3.0
287,104267433,2011-03-21,22917,0.65,4.0
288,104267433,2011-03-20,22918,0.65,3.0
289,104267433,2011-03-20,22919,0.65,4.0
290,104267433,2011-03-20,35471D,0.69,2.0
291,104267433,2011-03-20,22921,0.65,3.0
292,104267433,2011-03-20,84978,1.25,6.0
293,105536944,,21754,5.93,4.0
294,105536944,,22720,5.82,10.0
295,105536944,,48138,8.22,8.0
296,105536944,,21524,6.74,6.0
297,105536944,,21524,8.19,3.0
298,105536944,,21527,8.17,5.0
299,105536944,,21533,5.73,3.0
300,105536944,,21755,5.76,3.0
301,105536944,,21621,8.5,3.0
302,105536944,,21843,10.95,3.0
303,105536944,,22804,2.95,10.0
304,105536944,,22120,10.02,14.0
305,105536944,,22625,9.44,2.0
306,105536944,,22423,14.53,8.0
