,ID,DATE,ITEMID,PRICE,AMOUNT
0,100516248,2011-01-18,22086,2.43,22
1,100516248,2011-05-03,21703,3.22,8
2,100516248,2011-06-17,22376,2.08,3
3,100516248,2011-06-06,21034,5.14,7
4,100516248,2011-05-24,21026,11.42,2
5,100516248,2011-04-29,37475,3.67,16
6,100516248,2011-05-15,85206A,2.01,31
7,100516248,2011-05-04,22721,3.71,7
8,100516248,2011-06-28,22897,1.36,10
9,100516248,2011-03-26,21232,4.13,4
10,100516248,2011-06-25,22907,1.13,6
11,100516248,2011-06-17,22170,4.7,21
12,100516248,2011-06-02,22423,7.73,28
13,100516248,2011-05-05,22457,11.64,34
14,100516248,2011-07-17,79321,3.15,25
15,100516248,2011-07-04,22631,2.92,25
16,100516248,2011-07-17,22952,1.05,6
17,100516248,2011-09-07,23378,3.44,19
18,100516248,2011-09-01,22077,2.02,5
19,100516248,2011-08-28,22734,2.28,1
20,100516248,2011-08-15,22906,3.82,6
21,100516248,2011-09-08,23013,2.93,8
22,100516248,2011-10-28,21032,1.58,28
23,100516248,2011-07-08,21030,1.56,8
24,100516248,2011-08-05,79321,4.49,6
25,100516248,2011-09-10,23350,1.7,22
26,100516248,2011-09-12,22950,1.98,21
27,100516248,2011-10-02,22086,2.44,38
28,101550079,2010-12-29,20963,2.19,6
29,101550079,2010-12-30,22271,1.36,5
30,101550079,2010-12-20,20966,3.23,4
31,101550079,2011-03-12,82582,1.14,11
32,101550079,2011-03-19,22680,3.7,3
33,101550079,2011-02-01,22537,1.98,7
34,101550079,2011-04-25,21078,1.96,20
35,101550079,2011-07-30,22272,3.34,1
36,101550079,2011-03-07,22633,3.34,2
37,101550079,2011-10-07,22274,2.73,2
38,101550079,2011-08-31,22107,3.71,8
39,101550079,2011-09-25,22457,3.21,6
40,101550079,2011-05-08,23355,4.83,10
41,101550079,2011-10-31,84945,1.71,73
42,101550079,2011-07-02,23497,0.9,19
43,101550079,2011-02-10,21754,2.49,6
44,101550079,2011-02-06,47503H,1.04,1
45,101550079,2011-01-21,22739,1.83,8
46,101550079,2011-01-11,20713,1.16,7
47,101550079,2010-12-29,22726,4.6,3
48,101550079,2010-12-14,21027,1.21,4
49,101550079,2011-01-10,84536A,0.67,12
50,101550079,2011-02-05,85099F,1.46,3
51,101550079,2011-02-24,21166,1.42,12
52,101550079,2011-02-28,22456,3.08,3
53,101550079,2011-01-24,82583,1.89,10
54,101550079,2011-05-23,22851,4.62,6
55,101550079,2011-05-11,84755,2.2,125
56,101550079,2011-06-21,22682,1.49,16
57,101550079,2011-03-06,21447,1.92,13
58,101550079,2011-06-05,23147,1.75,4
59,101550079,2011-01-22,22918,0.92,4
60,101550079,2011-04-15,21445,5.52,3
61,101550079,2010-12-22,84536A,0.76,7
62,101550079,2011-08-31,21670,1.07,7
63,101550079,2011-08-09,21813,3.24,2
64,101550079,2011-09-12,23307,4.1,8
65,101550079,2011-03-09,85123A,2.09,29
66,101550079,2011-06-26,21430,2.91,9
67,101550079,2011-03-18,22562,1.92,2
68,101550079,2011-11-11,23012,3.54,6
69,101550079,2011-09-30,23147,3.64,8
70,101550079,2011-05-07,22411,8.18,2
71,101550079,2011-05-25,23498,1.69,6
72,101550079,2011-01-23,23032,1.9,7
73,101550079,2011-07-07,23582,1.97,5
74,101550079,2011-01-15,85123A,2.77,10
75,101550079,2011-01-20,84520B,1.19,8
76,101550079,2011-01-16,22295,1.67,5
77,101550079,2011-01-19,21446,4.45,10
78,101550079,2011-01-19,22921,1.36,7
79,101550079,2011-01-16,84985A,1.34,6
80,101550079,2011-01-16,35911B,1.4,33
81,101550079,2011-01-23,21181,3.61,8
82,101550079,2011-02-01,22680,1.85,4
83,101550079,2011-01-25,17165D,1.11,8
84,101550079,2011-01-26,22727,3.77,3
85,101550079,2011-02-21,22563,1.13,87
86,101550079,2011-02-27,22209,2.2,4
87,101550079,2011-04-10,22960,4.06,6
88,101550079,2011-03-09,21894,2.45,31
89,101550079,2011-02-18,84755,1.11,119
90,101550079,2011-01-19,22845,5.62,9
91,101550079,2011-02-09,21896,2.27,12
92,101550079,2011-02-11,84992,2.95,3
93,101550079,2011-02-23,21755,1.83,4
94,101550079,2011-04-12,21928,7.92,11
95,101550079,2011-02-16,22564,1.03,11
96,101550079,2011-04-17,23146,6.38,4
97,101550079,2011-02-14,22469,1.43,6
98,101550079,2011-06-27,22921,1.5,7
99,101550079,2011-04-04,23300,1.01,6
100,101550079,2011-02-22,82483,5.85,6
101,101550079,2011-06-25,84755,2.74,33
102,101550079,2011-04-02,22315,0.9,10
103,101550079,2011-04-15,21136,1.55,11
104,101550079,2011-06-29,21034,1.09,6
105,101550079,2011-07-29,21174,1.75,1
106,101550079,2011-08-03,21756,1.66,13
107,101550079,2011-01-14,22676,1.45,2
108,101550079,2011-10-12,23182,0.7,8
109,101550079,2011-04-21,23035,1.57,6
110,101550079,2011-07-14,22916,1.37,14
111,101550079,2011-06-15,23534,2.94,3
112,101550079,2011-09-19,23535,1.88,6
113,101550079,2011-03-02,20846,2.08,9
114,101550079,2011-07-26,20966,1.55,25
115,101550079,2011-07-04,85099F,2.71,4
116,101550079,2011-03-26,22920,1.64,2
117,101550079,2011-02-27,23418,3.31,1
118,101550079,2011-05-02,22241,2.0,20
119,101550079,2011-06-03,84946,5.73,25
120,101550079,2011-04-12,23343,0.99,4
121,101550079,2011-04-06,23026,3.29,6
122,101550079,2011-06-28,22727,3.29,3
123,101550079,2011-09-26,23313,4.93,44
124,101550079,2011-05-31,23552,2.45,21
125,101550079,2011-05-15,21937,1.73,4
126,101550079,2011-03-12,22679,4.24,10
127,101550079,2011-03-17,22147,1.28,6
128,101550079,2011-03-18,20728,0.71,9
