ID,DATE,ITEMID,PRICE,AMOUNT
100376,2011-05-19,21908,2.3,8.0
100376,2011-05-10,20767,2.36,8.0
100376,2011-05-19,21622,4.63,4.0
100376,2011-05-08,22558,1.35,12.0
100376,2011-06-03,21078,1.16,12.0
100376,2011-05-27,21232,1.4,12.0
100376,2011-05-25,84609,6.44,4.0
100376,2011-07-05,23060,2.36,12.0
100376,2011-06-06,21116,6.01,2.0
100376,2011-06-08,21080,0.84,17.0
100376,2011-06-08,21534,4.95,3.0
100376,2011-06-08,22427,5.09,3.0
100376,2011-06-08,22794,7.95,2.0
100376,2011-06-06,22360,3.17,7.0
100376,2011-06-07,22364,4.45,6.0
100376,2011-06-07,22424,11.86,9.0
100376,2011-06-06,22425,4.95,3.0
100376,2011-06-07,22426,3.75,4.0
100376,2011-06-08,22960,3.83,6.0
100376,2011-07-08,21775,1.39,12.0
100376,2011-09-10,23073,11.91,3.0
100376,2011-09-25,22626,8.5,2.0
100376,2011-09-28,23072,5.55,2.0
100376,2011-09-28,23089,1.77,12.0
100376,2011-09-19,23395,3.06,6.0
100376,2011-09-13,23396,3.62,5.0
100376,2011-09-15,35646,1.07,24.0
100376,2011-09-15,84600,7.22,6.0
100376,2011-09-12,90028,8.5,2.0
100376,2011-09-10,90040C,3.73,4.0
100376,2011-09-14,90074,8.95,2.0
100376,2011-09-11,90147,9.81,2.0
100376,2011-09-24,90184B,8.95,3.0
100376,2011-09-21,90199C,5.15,2.0
100434,2011-02-04,21880,0.79,12.0
100434,2011-02-11,21936,2.95,5.0
100434,2011-02-03,22202,3.75,4.0
100434,2011-02-23,21937,2.95,6.0
100434,2011-02-02,22627,8.1,2.0
100434,2011-02-18,21430,3.61,4.0
100434,2011-02-07,22957,3.34,5.0
100434,2011-02-08,85014B,5.95,3.0
100434,2011-02-21,POST,16.0,1.0
100434,2011-03-08,20727,1.65,12.0
100434,2011-03-13,21531,2.86,6.0
100434,2011-03-15,22692,7.95,2.0
100434,2011-03-10,22960,4.25,6.0
100434,2011-03-08,22961,1.64,21.0
100434,2011-03-06,22979,1.45,12.0
100434,2011-03-19,22978,3.75,6.0
100434,2011-03-13,22982,1.25,12.0
100434,2011-03-14,23126,4.95,5.0
100434,2011-03-10,22365,7.05,3.0
100434,2011-03-05,22776,12.31,2.0
100434,2011-04-10,21249,2.95,6.0
100434,2011-05-04,21928,2.1,9.0
100434,2011-03-17,22619,2.32,7.0
100434,2011-04-19,22431,1.95,6.0
100434,2011-03-28,22138,4.95,3.0
100434,2011-05-03,22505,4.95,4.0
100434,2011-03-03,POST,17.28,1.0
100434,2011-03-05,22668,2.56,6.0
100434,2011-03-26,22968,9.95,3.0
100434,2011-07-30,22627,8.45,2.0
100434,2011-10-11,22739,1.65,10.0
100434,2011-08-23,23213,1.05,12.0
100434,2011-09-20,35810A,1.16,12.0
100434,2011-09-24,22086,5.68,11.0
100434,2011-10-19,22939,4.95,4.0
100434,2011-10-22,23293,1.93,8.0
100434,2011-09-28,23313,5.27,5.0
100434,2011-11-01,23397,9.95,2.0
100434,2011-11-14,23489,,2.0
100610,2010-12-02,10002,0.58,1.0
100610,2010-12-04,22774,1.53,10.0
100610,2010-12-02,22603,0.87,11.0
100610,2010-12-04,22739,1.52,8.0
100610,2010-12-02,21892,1.25,5.0
100610,2010-12-04,22080,1.29,11.0
100610,2010-12-03,22662,1.6,7.0
100610,2010-12-02,21672,1.47,2.0
100610,2010-12-03,22023,0.57,9.0
100610,2010-12-04,22602,0.52,11.0
100610,2010-12-03,22028,0.77,10.0
100610,2010-12-03,22030,0.56,6.0
100610,2010-12-04,22775,1.27,12.0
100610,2010-12-02,22037,0.52,6.0
100610,2010-12-04,22972,1.65,12.0
100610,2010-12-04,22630,1.95,6.0
100610,2010-12-02,22632,2.04,3.0
100610,2010-12-03,22433,1.77,1.0
100610,2010-12-03,21756,5.55,6.0
100610,2010-12-04,22577,1.11,11.0
100610,2010-12-02,22578,0.63,8.0
100610,2010-12-03,22581,0.59,11.0
100610,2010-12-04,22593,0.49,12.0
100610,2010-12-03,22717,0.78,11.0
100610,2010-12-02,22600,0.55,10.0
100610,2010-12-03,22697,2.47,9.0
100610,2010-12-03,22736,1.28,8.0
100610,2010-12-03,22771,1.38,8.0
100610,2010-12-04,21673,1.48,8.0
100610,2010-12-03,20725,1.52,10.0
100610,2010-12-04,82494L,2.18,4.0
100610,2010-12-03,84674,2.46,5.0
100610,2010-12-02,22974,1.65,6.0
100610,2010-12-03,48185,7.43,4.0
100610,2010-12-02,22809,3.97,3.0
100610,2010-12-03,90162D,3.83,3.0
100610,2010-12-05,21355,0.66,24.0
100610,2010-12-07,21879,0.52,24.0
100610,2010-12-02,21880,0.63,24.0
100610,2010-12-03,22245,0.66,24.0
100610,2010-12-09,22983,0.34,24.0
100610,2010-12-10,22346,0.26,24.0
100610,2010-12-10,10135,0.42,40.0
100610,2010-12-03,22700,0.86,24.0
100610,2010-12-10,22712,0.3,24.0
100610,2010-12-11,22344,0.28,24.0
100610,2010-12-06,84755,0.63,31.0
100610,2010-12-06,82486,8.54,1.0
100610,2010-12-10,20751,2.19,12.0
100610,2010-12-07,21754,5.48,13.0
100610,2010-12-15,22431,1.82,3.0
100610,2010-12-15,22766,2.38,5.0
100610,2010-12-05,84674,2.69,5.0
100610,2010-12-06,48116,3.73,4.0
100610,2010-12-11,21523,6.74,4.0
100610,2010-12-14,21034,0.99,9.0
100610,2010-12-15,22771,1.25,8.0
100610,2010-12-13,90120D,5.79,3.0
100610,2010-12-13,22512,1.25,11.0
100610,2010-12-14,21882,0.3,21.0
100610,2010-12-14,22023,0.59,9.0
100610,2010-12-15,22026,0.82,10.0
100610,2010-12-15,22117,0.83,12.0
100610,2010-12-14,22817,0.63,19.0
100610,2010-12-13,84755,0.78,17.0
100610,2010-12-13,22773,1.51,12.0
100610,2010-12-14,22460,1.25,12.0
100610,2010-12-14,22467,4.56,2.0
100610,2010-12-13,22716,0.42,15.0
100610,2010-12-15,21870,1.25,1.0
100610,2010-12-14,22805,1.25,6.0
100610,2010-12-14,21506,0.42,28.0
100610,2010-12-15,85199S,0.42,8.0
100610,2010-12-15,20685,5.12,2.0
100610,2010-12-28,84707A,9.95,1.0
100610,2010-12-28,22608,0.42,36.0
100610,2011-01-08,22609,0.34,36.0
100610,2011-01-22,22222,1.95,12.0
100610,2011-01-14,22834,0.85,24.0
100610,2011-01-18,21755,5.95,2.0
100610,2011-01-26,84970L,0.95,9.0
100610,2011-01-08,48188,7.21,2.0
100610,2011-01-07,22624,8.07,2.0
100610,2011-01-08,20974,0.45,9.0
100610,2011-01-07,21232,1.25,8.0
100610,2011-01-07,21506,0.57,11.0
100610,2011-01-08,21507,0.57,6.0
100610,2011-01-07,22379,5.33,5.0
100610,2011-01-07,22625,8.21,1.0
100610,2011-01-07,84378,1.25,8.0
100610,2011-01-08,21670,1.25,9.0
100610,2011-01-08,21981,0.38,12.0
100610,2011-01-07,21985,0.3,12.0
100610,2011-01-08,22037,0.42,11.0
100610,2011-01-07,21755,5.61,12.0
100610,2011-01-07,22432,1.68,6.0
100610,2011-01-07,22333,5.54,3.0
100610,2011-01-08,22333,1.79,6.0
100610,2011-01-08,22356,0.76,10.0
100610,2011-01-08,22380,6.92,5.0
100610,2011-01-08,82494L,2.68,6.0
100610,2011-01-08,22064,1.65,12.0
100610,2011-01-08,85123A,2.94,24.0
100610,2011-01-08,22766,1.87,9.0
100610,2011-01-07,22771,1.25,12.0
100610,2011-01-07,84569B,1.25,5.0
100610,2011-01-07,22241,1.25,6.0
