ID,DATE,ITEMID,PRICE,AMOUNT
100376,2011-05-06,21908,2.45,8.0
100376,2011-06-05,21314,2.49,7.0
100376,2011-05-24,21622,4.35,4.0
100376,2011-05-25,22558,1.58,12.0
100376,2011-05-30,21078,0.86,12.0
100376,2011-06-02,21232,1.29,10.0
100376,2011-06-02,84609,7.59,4.0
100376,2011-06-03,23060,2.21,12.0
100376,2011-06-07,21528,5.15,2.0
100376,2011-06-07,21080,0.8,13.0
100376,2011-06-08,22500,4.95,4.0
100376,2011-06-07,21706,4.98,4.0
100376,2011-06-08,22794,7.95,2.0
100376,2011-06-06,22111,4.78,6.0
100376,2011-06-08,22138,3.8,6.0
100376,2011-06-06,21485,8.27,5.0
100376,2011-06-08,21707,4.95,4.0
100376,2011-06-06,47585A,3.75,4.0
100376,2011-06-07,22960,4.16,6.0
100376,2011-07-31,21775,1.36,12.0
100376,2011-09-10,23073,8.9,3.0
100376,2011-09-18,90063A,8.5,2.0
100376,2011-09-22,21485,11.23,3.0
100376,2011-09-14,22558,1.89,12.0
100376,2011-09-09,23395,3.6,7.0
100376,2011-09-09,23396,3.23,6.0
100376,2011-09-10,23398,1.16,24.0
100376,2011-09-13,84600,5.97,6.0
100376,2011-09-11,22625,8.5,2.0
100376,2011-09-09,23393,3.54,3.0
100376,2011-09-17,90074,8.95,3.0
100376,2011-09-12,22624,8.64,2.0
100376,2011-09-11,90184B,8.95,4.0
100376,2011-09-11,90199C,5.39,4.0
100434,2011-02-05,21880,1.12,12.0
100434,2011-02-25,22967,2.95,6.0
100434,2011-02-25,22202,3.75,4.0
100434,2011-02-17,22445,2.95,5.0
100434,2011-02-16,22283,8.33,2.0
100434,2011-02-01,22937,3.13,4.0
100434,2011-02-08,22751,3.7,6.0
100434,2011-01-26,22499,5.95,3.0
100434,2011-02-21,21217,13.73,1.0
100434,2011-03-18,22980,1.65,12.0
100434,2011-03-09,22806,2.8,6.0
100434,2011-03-18,22692,7.95,2.0
100434,2011-03-03,22960,4.25,6.0
100434,2011-03-07,22961,1.51,17.0
100434,2011-03-15,22969,1.45,12.0
100434,2011-03-09,22978,3.75,6.0
