,ID,DATE,ITEMID,PRICE,AMOUNT
0,1,,22561,2.67,2.0
1,1,,21731,3.44,7.0
2,1,,22086,3.18,6.0
3,1,,48188,7.71,6.0
4,1,,23497,3.41,8.0
5,1,,22617,4.12,3.0
6,1,,23534,8.91,2.0
7,1,,23190,7.13,7.0
8,1,,23280,7.22,5.0
9,1,,23523,4.26,6.0
10,1,,23527,5.54,5.0
11,1,,48187,8.04,2.0
12,1,2011-08-08,21524,8.2,2.0
13,1,2011-08-11,23284,8.49,2.0
14,1,2011-05-22,22585,1.09,22.0
15,1,2011-10-23,84879,1.69,9.0
16,1,2011-08-25,84077,3.4,4.0
17,1,2011-07-05,22366,7.41,3.0
18,1,2011-10-15,23376,7.07,11.0
19,1,2011-10-24,48188,4.86,23.0
20,1,2011-06-21,22499,4.34,8.0
21,1,2011-10-27,23531,7.63,2.0
22,1,2011-09-27,22730,5.61,3.0
23,1,2011-05-23,22725,5.56,4.0
24,1,2011-10-17,23084,6.74,5.0
25,1,2011-07-13,48184,5.21,12.0
26,1,2011-10-07,48187,6.96,4.0
27,1,2011-07-28,48138,7.46,4.0
28,10,2011-10-16,20974,0.55,66.0
29,10,2011-10-15,21497,0.35,41.0
30,10,2011-10-11,22650,1.46,8.0
31,10,2011-10-18,21523,7.77,6.0
32,10,2011-10-11,21890,5.93,5.0
33,10,2011-10-12,22066,1.17,5.0
34,10,2011-10-17,22474,5.62,3.0
35,10,2011-10-18,23284,3.68,8.0
36,10,2011-10-13,22646,1.45,7.0
37,10,2011-10-14,22629,6.17,7.0
38,10,2011-10-13,84707B,5.25,9.0
39,10,2011-10-14,23046,5.97,4.0
40,10,2011-10-15,20975,0.53,12.0
41,100,,21564,2.95,1.0
42,100,2011-11-18,82583,2.1,3.0
43,100,2011-10-29,20726,1.65,2.0
44,100,2011-10-24,20727,1.65,6.0
45,100,2011-10-29,20728,1.65,7.0
46,100,2011-10-27,22597,0.34,33.0
47,100,2011-10-13,23494,5.95,3.0
48,100,2011-10-17,23301,0.91,5.0
49,100,2011-10-05,20725,1.65,2.0
50,100,2011-10-20,23350,1.6,2.0
51,100,2011-10-23,20727,1.65,6.0
52,100,2011-10-11,20974,0.49,6.0
53,100,2011-10-19,21165,1.69,8.0
54,100,2011-10-07,21159,0.39,3.0
55,100,2011-10-06,23335,2.08,1.0
56,100,2011-10-12,21172,1.23,1.0
57,100,2011-10-07,22113,3.57,7.0
58,100,2011-10-13,22553,1.65,2.0
59,100,2011-10-13,21328,1.85,5.0
60,100,2011-10-22,22652,1.65,4.0
61,100,2011-10-19,21479,4.16,3.0
62,100,2011-10-11,21873,1.25,1.0
63,100,2011-10-21,21872,1.25,2.0
64,100,2011-10-09,21873,1.07,6.0
65,100,2011-10-16,21876,1.56,6.0
66,100,2011-10-23,22566,1.57,3.0
67,100,2011-10-09,21879,0.76,1.0
68,100,2011-10-10,21882,0.48,1.0
69,100,2011-10-07,21907,,1.0
70,100,2011-10-13,21908,2.1,1.0
71,100,2011-10-22,22096,0.39,1.0
72,100,2011-10-07,22142,1.57,5.0
73,100,2011-10-07,22866,2.1,3.0
74,100,2011-10-19,22865,2.1,3.0
75,100,2011-10-17,22383,1.65,7.0
76,100,2011-10-12,22386,2.08,6.0
77,100,2011-10-13,22399,1.07,3.0
78,100,2011-10-06,22567,1.61,4.0
79,100,2011-10-19,22432,1.48,3.0
80,100,2011-10-13,84969,2.72,1.0
81,100,2011-10-10,23411,4.95,2.0
82,100,2011-10-19,22475,4.95,2.0
83,100,2011-10-22,23402,3.75,3.0
84,100,2011-10-18,22569,3.75,3.0
85,100,2011-10-07,82613D,1.15,4.0
86,100,2011-10-05,22632,3.72,3.0
87,100,2011-10-09,22633,2.1,3.0
88,100,2011-10-08,22743,2.67,2.0
89,100,2011-10-04,22744,2.22,1.0
90,100,2011-10-14,23156,2.1,2.0
91,100,2011-10-06,23091,6.01,1.0
92,100,2011-10-15,85099B,2.08,6.0
93,100,2011-10-06,23209,1.65,13.0
94,100,2011-10-19,23313,4.95,2.0
95,100,2011-10-12,23343,2.08,7.0
96,100,2011-10-23,23344,2.08,4.0
97,100,2011-10-16,82613C,1.25,2.0
98,100,2011-10-23,23352,1.25,1.0
99,100,2011-10-10,84792,4.74,1.0
