ID,DATE,ITEMID,PRICE,AMOUNT
100376,2011-05-23,21908,2.27,11.0
100376,2011-06-02,20767,2.15,7.0
100376,2011-05-06,21622,4.26,4.0
100376,2011-05-19,22558,1.37,12.0
100376,2011-05-08,21078,1.21,12.0
100376,2011-05-23,21232,1.33,9.0
100376,2011-05-31,84609,5.91,4.0
100376,2011-08-19,23060,2.19,12.0
100376,2011-06-08,21528,6.53,2.0
100376,2011-06-08,21530,0.83,15.0
100376,2011-06-06,21534,4.95,3.0
100376,2011-06-08,21706,4.96,3.0
100376,2011-06-07,22283,7.95,2.0
100376,2011-06-07,22111,3.02,6.0
100376,2011-06-07,22138,4.39,6.0
100376,2011-06-07,21485,10.63,7.0
100376,2011-06-06,22425,4.95,4.0
100376,2011-06-06,47585A,3.75,4.0
100376,2011-06-06,22960,3.14,6.0
100376,2011-07-24,46000S,1.37,12.0
100376,2011-09-25,23073,6.07,2.0
100376,2011-09-22,22626,8.5,2.0
100376,2011-09-16,21485,8.46,3.0
100376,2011-09-14,22558,1.75,12.0
100376,2011-09-23,23395,3.16,8.0
100376,2011-09-27,23396,2.98,4.0
100376,2011-09-13,35646,1.0,24.0
100376,2011-09-24,84600,6.34,6.0
100376,2011-09-13,90028,8.5,2.0
100376,2011-09-20,90040C,3.54,3.0
100376,2011-09-14,90074,8.95,3.0
100376,2011-09-16,22624,8.63,2.0
100376,2011-09-09,90184B,8.95,2.0
100376,2011-09-24,22111,5.12,3.0
100434,2011-02-26,21908,1.23,12.0
100434,2011-02-03,21936,2.95,6.0
100434,2011-02-20,22073,3.75,4.0
100434,2011-01-24,21937,2.95,5.0
100434,2011-02-01,22627,8.06,2.0
100434,2011-02-27,22937,2.59,6.0
100434,2011-02-12,22751,3.07,6.0
100434,2011-02-18,22499,5.95,3.0
100434,2011-02-07,21217,15.04,1.0
100434,2011-03-17,22980,1.65,10.0
100434,2011-03-13,21531,2.83,6.0
100434,2011-03-17,22692,7.95,2.0
100434,2011-03-10,22960,4.25,6.0
100434,2011-03-07,22383,1.56,16.0
100434,2011-03-11,22979,1.45,12.0
100434,2011-03-10,22978,3.75,6.0
100434,2011-03-02,20972,1.25,12.0
100434,2011-03-03,47566,4.95,4.0
100434,2011-03-19,22365,6.59,3.0
100434,2011-03-09,POST,11.32,1.0
100434,2011-05-04,21249,2.95,6.0
100434,2011-04-24,21928,2.09,10.0
100434,2011-03-06,22619,3.41,9.0
100434,2011-04-16,22431,1.95,6.0
100434,2011-03-18,22456,4.95,3.0
100434,2011-04-25,22505,4.95,4.0
100434,2011-03-18,POST,17.03,1.0
100434,2011-04-15,22668,2.55,5.0
100434,2011-04-14,22607,9.95,3.0
100434,2011-06-20,22627,8.11,2.0
100434,2011-11-08,22739,1.65,10.0
100434,2011-10-22,35809A,1.05,12.0
100434,2011-06-20,35810A,1.04,12.0
100434,2011-10-24,22086,7.3,6.0
100434,2011-10-11,22939,4.95,4.0
100434,2011-10-13,23293,1.05,8.0
100434,2011-10-09,22624,7.6,5.0
100434,2011-09-17,23316,9.95,2.0
100434,2011-09-16,POST,,4.0
100610,2010-12-02,22029,0.81,9.0
100610,2010-12-03,20726,1.56,12.0
100610,2010-12-04,22603,0.99,5.0
100610,2010-12-04,21071,1.61,8.0
100610,2010-12-03,21892,1.25,5.0
100610,2010-12-03,22080,1.62,11.0
