ID,DATE,ITEMID,PRICE,AMOUNT
100376,2011-05-27,21155,2.44,10.0
100376,2011-05-08,20767,2.21,8.0
100376,2011-05-17,22497,4.26,4.0
100376,2011-05-21,22558,1.34,12.0
100376,2011-06-03,23061,1.06,12.0
100376,2011-05-20,21232,1.42,8.0
100376,2011-05-25,84609,5.71,4.0
100376,2011-05-25,23060,2.34,12.0
100376,2011-06-06,21528,6.81,2.0
100376,2011-06-07,21080,0.83,18.0
100376,2011-06-06,21534,4.95,3.0
100376,2011-06-07,22427,5.08,3.0
100376,2011-06-08,22283,7.95,2.0
100376,2011-06-07,22360,3.87,7.0
100376,2011-06-07,22138,3.65,6.0
100376,2011-06-06,21485,10.99,3.0
100376,2011-06-08,21707,4.95,3.0
100376,2011-06-07,47585A,3.75,4.0
100376,2011-06-08,22361,3.11,6.0
100376,2011-09-05,21775,1.36,12.0
100376,2011-09-22,22112,10.6,2.0
100376,2011-09-24,22626,8.5,2.0
100376,2011-09-27,21485,6.47,3.0
100376,2011-09-15,22558,1.88,12.0
100376,2011-09-16,22798,3.43,8.0
100376,2011-09-15,90210B,3.43,5.0
100376,2011-09-09,23398,0.97,24.0
100376,2011-09-11,84600,7.83,6.0
100376,2011-09-21,22625,8.5,2.0
100376,2011-09-25,23393,3.74,4.0
100376,2011-09-12,90074,8.95,3.0
100376,2011-09-12,22624,9.57,2.0
100376,2011-09-27,90184B,8.95,2.0
100376,2011-09-28,22111,6.0,3.0
100434,2011-02-09,21908,1.24,12.0
100434,2011-01-24,22967,2.95,6.0
100434,2011-01-25,22073,3.75,4.0
100434,2011-01-24,22445,2.95,5.0
100434,2011-02-01,22283,8.0,2.0
100434,2011-02-27,22937,2.73,5.0
100434,2011-02-25,22751,3.27,4.0
100434,2011-02-27,85014B,5.95,3.0
100434,2011-02-09,POST,14.43,1.0
100434,2011-03-04,22980,1.65,10.0
100434,2011-03-10,22806,2.88,6.0
100434,2011-03-13,22692,7.95,2.0
100434,2011-03-11,22960,4.25,6.0
100434,2011-03-17,22961,1.52,14.0
100434,2011-03-18,22979,1.45,12.0
100434,2011-03-18,22978,3.75,6.0
100434,2011-03-05,22982,1.25,12.0
100434,2011-03-08,23126,4.95,5.0
100434,2011-03-08,22365,7.43,3.0
100434,2011-03-14,POST,11.86,1.0
100434,2011-04-26,22084,2.95,6.0
100434,2011-03-02,21928,2.09,7.0
100434,2011-03-02,22619,3.23,8.0
100434,2011-04-23,22431,1.95,6.0
100434,2011-03-16,22138,4.95,3.0
100434,2011-03-13,22505,4.95,4.0
100434,2011-05-08,POST,16.88,1.0
100434,2011-03-21,22896,2.77,6.0
100434,2011-04-30,22968,9.95,4.0
100434,2011-03-16,22627,8.22,2.0
100434,2011-06-23,22739,1.65,10.0
100434,2011-07-27,23213,1.24,12.0
100434,2011-09-11,35810A,1.0,12.0
100434,2011-08-14,22086,6.58,8.0
100434,2011-09-18,22939,4.95,4.0
100434,2011-10-19,23311,2.53,6.0
100434,2011-10-16,22624,5.39,5.0
100434,2011-08-23,23316,9.95,2.0
100434,2011-09-03,23489,,6.0
100610,2010-12-03,22029,0.84,6.0
